"date","primary_location","num_intros"
2020-01-04,"Dominican Republic",0
2020-01-04,"Ecuador",0
2020-01-04,"Egypt",0
2020-01-04,"Finland",0
2020-01-04,"France",0
2020-01-04,"Germany",0
2020-01-04,"Greece",0
2020-01-04,"Hungary",0
2020-01-04,"India",0
2020-01-04,"Indonesia",0
2020-01-04,"Iran",0
2020-01-04,"Iraq",0
2020-01-04,"Ireland",0
2020-01-04,"Israel",0
2020-01-04,"Italy",0
2020-01-04,"Japan",0
2020-01-04,"Korea, South",0
2020-01-04,"Malaysia",0
2020-01-04,"Mexico",0
2020-01-04,"Moldova",0
2020-01-04,"Morocco",0
2020-01-04,"Netherlands",0
2020-01-04,"Norway",0
2020-01-04,"other",0
2020-01-04,"Pakistan",0
2020-01-04,"Panama",0
2020-01-04,"Peru",0
2020-01-04,"Philippines",0
2020-01-04,"Poland",0
2020-01-04,"Portugal",0
2020-01-04,"Romania",0
2020-01-04,"Russia",0
2020-01-04,"Saudi Arabia",0
2020-01-04,"Serbia",0
2020-01-04,"South Africa",0
2020-01-04,"Spain",0
2020-01-04,"Sweden",0
2020-01-04,"Switzerland",0
2020-01-04,"Turkey",0
2020-01-04,"Ukraine",0
2020-01-04,"United Arab Emirates",0
2020-01-04,"US",0
2020-01-05,"Algeria",0
2020-01-05,"Argentina",0
2020-01-05,"Austria",0
2020-01-05,"Bangladesh",0
2020-01-05,"Belgium",0
2020-01-05,"Brazil",0
2020-01-05,"Canada",0
2020-01-05,"Chile",0
2020-01-05,"China",0.0861380914935346
2020-01-05,"Colombia",0
2020-01-05,"Czechia",0
2020-01-05,"Denmark",0
2020-01-05,"Dominican Republic",0
2020-01-05,"Ecuador",0
2020-01-05,"Egypt",0
2020-01-05,"Finland",0
2020-01-05,"France",0
2020-01-05,"Germany",0
2020-01-05,"Greece",0
2020-01-05,"Hungary",0
2020-01-05,"India",0
2020-01-05,"Indonesia",0
2020-01-05,"Iran",0
2020-01-05,"Iraq",0
2020-01-05,"Ireland",0
2020-01-05,"Israel",0
2020-01-05,"Italy",0
2020-01-05,"Japan",0
2020-01-05,"Korea, South",0
2020-01-05,"Malaysia",0
2020-01-05,"Mexico",0
2020-01-05,"Moldova",0
2020-01-05,"Morocco",0
2020-01-05,"Netherlands",0
2020-01-05,"Norway",0
2020-01-05,"other",0
2020-01-05,"Pakistan",0
2020-01-05,"Panama",0
2020-01-05,"Peru",0
2020-01-05,"Philippines",0
2020-01-05,"Poland",0
2020-01-05,"Portugal",0
2020-01-05,"Romania",0
2020-01-05,"Russia",0
2020-01-05,"Saudi Arabia",0
2020-01-05,"Serbia",0
2020-01-05,"South Africa",0
2020-01-05,"Spain",0
2020-01-05,"Sweden",0
2020-01-05,"Switzerland",0
2020-01-05,"Turkey",0
2020-01-05,"Ukraine",0
2020-01-05,"United Arab Emirates",0
2020-01-05,"US",0
2020-01-06,"Algeria",0
2020-01-06,"Argentina",0
2020-01-06,"Austria",0
2020-01-06,"Bangladesh",0
2020-01-06,"Belgium",0
2020-01-06,"Brazil",0
2020-01-06,"Canada",0
2020-01-06,"Chile",0
2020-01-06,"China",0.0765828520980166
2020-01-06,"Colombia",0
2020-01-06,"Czechia",0
2020-01-06,"Denmark",0
2020-01-06,"Dominican Republic",0
2020-01-06,"Ecuador",0
2020-01-06,"Egypt",0
2020-01-06,"Finland",0
2020-01-06,"France",0
2020-01-06,"Germany",0
2020-01-06,"Greece",0
2020-01-06,"Hungary",0
2020-01-06,"India",0
2020-01-06,"Indonesia",0
2020-01-06,"Iran",0
2020-01-06,"Iraq",0
2020-01-06,"Ireland",0
2020-01-06,"Israel",0
2020-01-06,"Italy",0
2020-01-06,"Japan",0
2020-01-06,"Korea, South",0
2020-01-06,"Malaysia",0
2020-01-06,"Mexico",0
2020-01-06,"Moldova",0
2020-01-06,"Morocco",0
2020-01-06,"Netherlands",0
2020-01-06,"Norway",0
2020-01-06,"other",0
2020-01-06,"Pakistan",0
2020-01-06,"Panama",0
2020-01-06,"Peru",0
2020-01-06,"Philippines",0
2020-01-06,"Poland",0
2020-01-06,"Portugal",0
2020-01-06,"Romania",0
2020-01-06,"Russia",0
2020-01-06,"Saudi Arabia",0
2020-01-06,"Serbia",0
2020-01-06,"South Africa",0
2020-01-06,"Spain",0
2020-01-06,"Sweden",0
2020-01-06,"Switzerland",0
2020-01-06,"Turkey",0
2020-01-06,"Ukraine",0
2020-01-06,"United Arab Emirates",0
2020-01-06,"US",0
2020-01-07,"Algeria",0
2020-01-07,"Argentina",0
2020-01-07,"Austria",0
2020-01-07,"Bangladesh",0
2020-01-07,"Belgium",0
2020-01-07,"Brazil",0
2020-01-07,"Canada",0
2020-01-07,"Chile",0
2020-01-07,"China",0.0742657836695991
2020-01-07,"Colombia",0
2020-01-07,"Czechia",0
2020-01-07,"Denmark",0
2020-01-07,"Dominican Republic",0
2020-01-07,"Ecuador",0
2020-01-07,"Egypt",0
2020-01-07,"Finland",0
2020-01-07,"France",0
2020-01-07,"Germany",0
2020-01-07,"Greece",0
2020-01-07,"Hungary",0
2020-01-07,"India",0
2020-01-07,"Indonesia",0
2020-01-07,"Iran",0
2020-01-07,"Iraq",0
2020-01-07,"Ireland",0
2020-01-07,"Israel",0
2020-01-07,"Italy",0
2020-01-07,"Japan",0
2020-01-07,"Korea, South",0
2020-01-07,"Malaysia",0
2020-01-07,"Mexico",0
2020-01-07,"Moldova",0
2020-01-07,"Morocco",0
2020-01-07,"Netherlands",0
2020-01-07,"Norway",0
2020-01-07,"other",0
2020-01-07,"Pakistan",0
2020-01-07,"Panama",0
2020-01-07,"Peru",0
2020-01-07,"Philippines",0
2020-01-07,"Poland",0
2020-01-07,"Portugal",0
2020-01-07,"Romania",0
2020-01-07,"Russia",0
2020-01-07,"Saudi Arabia",0
2020-01-07,"Serbia",0
2020-01-07,"South Africa",0
2020-01-07,"Spain",0
2020-01-07,"Sweden",0
2020-01-07,"Switzerland",0
2020-01-07,"Turkey",0
2020-01-07,"Ukraine",0
2020-01-07,"United Arab Emirates",0
2020-01-07,"US",0
2020-01-08,"Algeria",0
2020-01-08,"Argentina",0
2020-01-08,"Austria",0
2020-01-08,"Bangladesh",0
2020-01-08,"Belgium",0
2020-01-08,"Brazil",0
2020-01-08,"Canada",0
2020-01-08,"Chile",0
2020-01-08,"China",0.0742395056348921
2020-01-08,"Colombia",0
2020-01-08,"Czechia",0
2020-01-08,"Denmark",0
2020-01-08,"Dominican Republic",0
2020-01-08,"Ecuador",0
2020-01-08,"Egypt",0
2020-01-08,"Finland",0
2020-01-08,"France",0
2020-01-08,"Germany",0
2020-01-08,"Greece",0
2020-01-08,"Hungary",0
2020-01-08,"India",0
2020-01-08,"Indonesia",0
2020-01-08,"Iran",0
2020-01-08,"Iraq",0
2020-01-08,"Ireland",0
2020-01-08,"Israel",0
2020-01-08,"Italy",0
2020-01-08,"Japan",0
2020-01-08,"Korea, South",0
2020-01-08,"Malaysia",0
2020-01-08,"Mexico",0
2020-01-08,"Moldova",0
2020-01-08,"Morocco",0
2020-01-08,"Netherlands",0
2020-01-08,"Norway",0
2020-01-08,"other",0
2020-01-08,"Pakistan",0
2020-01-08,"Panama",0
2020-01-08,"Peru",0
2020-01-08,"Philippines",0
2020-01-08,"Poland",0
2020-01-08,"Portugal",0
2020-01-08,"Romania",0
2020-01-08,"Russia",0
2020-01-08,"Saudi Arabia",0
2020-01-08,"Serbia",0
2020-01-08,"South Africa",0
2020-01-08,"Spain",0
2020-01-08,"Sweden",0
2020-01-08,"Switzerland",0
2020-01-08,"Turkey",0
2020-01-08,"Ukraine",0
2020-01-08,"United Arab Emirates",0
2020-01-08,"US",0
2020-01-09,"Algeria",0
2020-01-09,"Argentina",0
2020-01-09,"Austria",0
2020-01-09,"Bangladesh",0
2020-01-09,"Belgium",0
2020-01-09,"Brazil",0
2020-01-09,"Canada",0
2020-01-09,"Chile",0
2020-01-09,"China",0.091897494392734
2020-01-09,"Colombia",0
2020-01-09,"Czechia",0
2020-01-09,"Denmark",0
2020-01-09,"Dominican Republic",0
2020-01-09,"Ecuador",0
2020-01-09,"Egypt",0
2020-01-09,"Finland",0
2020-01-09,"France",0
2020-01-09,"Germany",0
2020-01-09,"Greece",0
2020-01-09,"Hungary",0
2020-01-09,"India",0
2020-01-09,"Indonesia",0
2020-01-09,"Iran",0
2020-01-09,"Iraq",0
2020-01-09,"Ireland",0
2020-01-09,"Israel",0
2020-01-09,"Italy",0
2020-01-09,"Japan",0
2020-01-09,"Korea, South",0
2020-01-09,"Malaysia",0
2020-01-09,"Mexico",0
2020-01-09,"Moldova",0
2020-01-09,"Morocco",0
2020-01-09,"Netherlands",0
2020-01-09,"Norway",0
2020-01-09,"other",0
2020-01-09,"Pakistan",0
2020-01-09,"Panama",0
2020-01-09,"Peru",0
2020-01-09,"Philippines",0
2020-01-09,"Poland",0
2020-01-09,"Portugal",0
2020-01-09,"Romania",0
2020-01-09,"Russia",0
2020-01-09,"Saudi Arabia",0
2020-01-09,"Serbia",0
2020-01-09,"South Africa",0
2020-01-09,"Spain",0
2020-01-09,"Sweden",0
2020-01-09,"Switzerland",0
2020-01-09,"Turkey",0
2020-01-09,"Ukraine",0
2020-01-09,"United Arab Emirates",0
2020-01-09,"US",0
2020-01-10,"Algeria",0
2020-01-10,"Argentina",0
2020-01-10,"Austria",0
2020-01-10,"Bangladesh",0
2020-01-10,"Belgium",0
2020-01-10,"Brazil",0
2020-01-10,"Canada",0
2020-01-10,"Chile",0
2020-01-10,"China",0.132081757904831
2020-01-10,"Colombia",0
2020-01-10,"Czechia",0
2020-01-10,"Denmark",0
2020-01-10,"Dominican Republic",0
2020-01-10,"Ecuador",0
2020-01-10,"Egypt",0
2020-01-10,"Finland",0
2020-01-10,"France",0
2020-01-10,"Germany",0
2020-01-10,"Greece",0
2020-01-10,"Hungary",0
2020-01-10,"India",0
2020-01-10,"Indonesia",0
2020-01-10,"Iran",0
2020-01-10,"Iraq",0
2020-01-10,"Ireland",0
2020-01-10,"Israel",0
2020-01-10,"Italy",0
2020-01-10,"Japan",0
2020-01-10,"Korea, South",0
2020-01-10,"Malaysia",0
2020-01-10,"Mexico",0
2020-01-10,"Moldova",0
2020-01-10,"Morocco",0
2020-01-10,"Netherlands",0
2020-01-10,"Norway",0
2020-01-10,"other",0
2020-01-10,"Pakistan",0
2020-01-10,"Panama",0
2020-01-10,"Peru",0
2020-01-10,"Philippines",0.000659597012664475
2020-01-10,"Poland",0
2020-01-10,"Portugal",0
2020-01-10,"Romania",0
2020-01-10,"Russia",0
2020-01-10,"Saudi Arabia",0
2020-01-10,"Serbia",0
2020-01-10,"South Africa",0
2020-01-10,"Spain",0
2020-01-10,"Sweden",0
2020-01-10,"Switzerland",0
2020-01-10,"Turkey",0
2020-01-10,"Ukraine",0
2020-01-10,"United Arab Emirates",0
2020-01-10,"US",0
2020-01-11,"Algeria",0
2020-01-11,"Argentina",0
2020-01-11,"Austria",0
2020-01-11,"Bangladesh",0
2020-01-11,"Belgium",0
2020-01-11,"Brazil",0
2020-01-11,"Canada",0
2020-01-11,"Chile",0
2020-01-11,"China",0.131173886574536
2020-01-11,"Colombia",0
2020-01-11,"Czechia",0
2020-01-11,"Denmark",0
2020-01-11,"Dominican Republic",0
2020-01-11,"Ecuador",0
2020-01-11,"Egypt",0
2020-01-11,"Finland",0
2020-01-11,"France",0
2020-01-11,"Germany",0
2020-01-11,"Greece",0
2020-01-11,"Hungary",0
2020-01-11,"India",0
2020-01-11,"Indonesia",0
2020-01-11,"Iran",0
2020-01-11,"Iraq",0
2020-01-11,"Ireland",0
2020-01-11,"Israel",0
2020-01-11,"Italy",0
2020-01-11,"Japan",0
2020-01-11,"Korea, South",0
2020-01-11,"Malaysia",0
2020-01-11,"Mexico",0
2020-01-11,"Moldova",0
2020-01-11,"Morocco",0
2020-01-11,"Netherlands",0
2020-01-11,"Norway",0
2020-01-11,"other",0
2020-01-11,"Pakistan",0
2020-01-11,"Panama",0
2020-01-11,"Peru",0
2020-01-11,"Philippines",0.000618109620944336
2020-01-11,"Poland",0
2020-01-11,"Portugal",0
2020-01-11,"Romania",0
2020-01-11,"Russia",0
2020-01-11,"Saudi Arabia",0
2020-01-11,"Serbia",0
2020-01-11,"South Africa",0
2020-01-11,"Spain",0
2020-01-11,"Sweden",0
2020-01-11,"Switzerland",0
2020-01-11,"Turkey",0
2020-01-11,"Ukraine",0
2020-01-11,"United Arab Emirates",0
2020-01-11,"US",0
2020-01-12,"Algeria",0
2020-01-12,"Argentina",0
2020-01-12,"Austria",0
2020-01-12,"Bangladesh",0
2020-01-12,"Belgium",0
2020-01-12,"Brazil",0
2020-01-12,"Canada",0
2020-01-12,"Chile",0
2020-01-12,"China",0.167789081727033
2020-01-12,"Colombia",0
2020-01-12,"Czechia",0
2020-01-12,"Denmark",0
2020-01-12,"Dominican Republic",0
2020-01-12,"Ecuador",0
2020-01-12,"Egypt",0
2020-01-12,"Finland",0
2020-01-12,"France",0
2020-01-12,"Germany",0
2020-01-12,"Greece",0
2020-01-12,"Hungary",0
2020-01-12,"India",0
2020-01-12,"Indonesia",0
2020-01-12,"Iran",0
2020-01-12,"Iraq",0
2020-01-12,"Ireland",0
2020-01-12,"Israel",0
2020-01-12,"Italy",0
2020-01-12,"Japan",0
2020-01-12,"Korea, South",0
2020-01-12,"Malaysia",0
2020-01-12,"Mexico",0
2020-01-12,"Moldova",0
2020-01-12,"Morocco",0
2020-01-12,"Netherlands",0
2020-01-12,"Norway",0
2020-01-12,"other",0
2020-01-12,"Pakistan",0
2020-01-12,"Panama",0
2020-01-12,"Peru",0
2020-01-12,"Philippines",0.000687430326096973
2020-01-12,"Poland",0
2020-01-12,"Portugal",0
2020-01-12,"Romania",0
2020-01-12,"Russia",0
2020-01-12,"Saudi Arabia",0
2020-01-12,"Serbia",0
2020-01-12,"South Africa",0
2020-01-12,"Spain",0
2020-01-12,"Sweden",0
2020-01-12,"Switzerland",0
2020-01-12,"Turkey",0
2020-01-12,"Ukraine",0
2020-01-12,"United Arab Emirates",0
2020-01-12,"US",0
2020-01-13,"Algeria",0
2020-01-13,"Argentina",0
2020-01-13,"Austria",0
2020-01-13,"Bangladesh",0
2020-01-13,"Belgium",0
2020-01-13,"Brazil",0
2020-01-13,"Canada",0
2020-01-13,"Chile",0
2020-01-13,"China",0.15341779076356
2020-01-13,"Colombia",0
2020-01-13,"Czechia",0
2020-01-13,"Denmark",0
2020-01-13,"Dominican Republic",0
2020-01-13,"Ecuador",0
2020-01-13,"Egypt",0
2020-01-13,"Finland",0
2020-01-13,"France",0
2020-01-13,"Germany",0
2020-01-13,"Greece",0
2020-01-13,"Hungary",0
2020-01-13,"India",0
2020-01-13,"Indonesia",0
2020-01-13,"Iran",0
2020-01-13,"Iraq",0
2020-01-13,"Ireland",0
2020-01-13,"Israel",0
2020-01-13,"Italy",0
2020-01-13,"Japan",0
2020-01-13,"Korea, South",0
2020-01-13,"Malaysia",0
2020-01-13,"Mexico",0
2020-01-13,"Moldova",0
2020-01-13,"Morocco",0
2020-01-13,"Netherlands",0
2020-01-13,"Norway",0
2020-01-13,"other",0
2020-01-13,"Pakistan",0
2020-01-13,"Panama",0
2020-01-13,"Peru",0
2020-01-13,"Philippines",0.000582661533082193
2020-01-13,"Poland",0
2020-01-13,"Portugal",0
2020-01-13,"Romania",0
2020-01-13,"Russia",0
2020-01-13,"Saudi Arabia",0
2020-01-13,"Serbia",0
2020-01-13,"South Africa",0
2020-01-13,"Spain",0
2020-01-13,"Sweden",0
2020-01-13,"Switzerland",0
2020-01-13,"Turkey",0
2020-01-13,"Ukraine",0
2020-01-13,"United Arab Emirates",0
2020-01-13,"US",0
2020-01-14,"Algeria",0
2020-01-14,"Argentina",0
2020-01-14,"Austria",0
2020-01-14,"Bangladesh",0
2020-01-14,"Belgium",0
2020-01-14,"Brazil",0
2020-01-14,"Canada",0
2020-01-14,"Chile",0
2020-01-14,"China",0.12603337077649
2020-01-14,"Colombia",0
2020-01-14,"Czechia",0
2020-01-14,"Denmark",0
2020-01-14,"Dominican Republic",0
2020-01-14,"Ecuador",0
2020-01-14,"Egypt",0
2020-01-14,"Finland",0
2020-01-14,"France",0
2020-01-14,"Germany",0
2020-01-14,"Greece",0
2020-01-14,"Hungary",0
2020-01-14,"India",0
2020-01-14,"Indonesia",0
2020-01-14,"Iran",0
2020-01-14,"Iraq",0
2020-01-14,"Ireland",0
2020-01-14,"Israel",0
2020-01-14,"Italy",0
2020-01-14,"Japan",0
2020-01-14,"Korea, South",0
2020-01-14,"Malaysia",0
2020-01-14,"Mexico",0
2020-01-14,"Moldova",0
2020-01-14,"Morocco",0
2020-01-14,"Netherlands",0
2020-01-14,"Norway",0
2020-01-14,"other",0
2020-01-14,"Pakistan",0
2020-01-14,"Panama",0
2020-01-14,"Peru",0
2020-01-14,"Philippines",0.000450059426634916
2020-01-14,"Poland",0
2020-01-14,"Portugal",0
2020-01-14,"Romania",0
2020-01-14,"Russia",0
2020-01-14,"Saudi Arabia",0
2020-01-14,"Serbia",0
2020-01-14,"South Africa",0
2020-01-14,"Spain",0
2020-01-14,"Sweden",0
2020-01-14,"Switzerland",0
2020-01-14,"Turkey",0
2020-01-14,"Ukraine",0
2020-01-14,"United Arab Emirates",0
2020-01-14,"US",0
2020-01-15,"Algeria",0
2020-01-15,"Argentina",0
2020-01-15,"Austria",0
2020-01-15,"Bangladesh",0
2020-01-15,"Belgium",0
2020-01-15,"Brazil",0
2020-01-15,"Canada",0
2020-01-15,"Chile",0
2020-01-15,"China",0.136297037984915
2020-01-15,"Colombia",0
2020-01-15,"Czechia",0
2020-01-15,"Denmark",0
2020-01-15,"Dominican Republic",0
2020-01-15,"Ecuador",0
2020-01-15,"Egypt",0
2020-01-15,"Finland",0
2020-01-15,"France",0
2020-01-15,"Germany",0
2020-01-15,"Greece",0
2020-01-15,"Hungary",0
2020-01-15,"India",0
2020-01-15,"Indonesia",0
2020-01-15,"Iran",0
2020-01-15,"Iraq",0
2020-01-15,"Ireland",0
2020-01-15,"Israel",0
2020-01-15,"Italy",0
2020-01-15,"Japan",0
2020-01-15,"Korea, South",0
2020-01-15,"Malaysia",0
2020-01-15,"Mexico",0
2020-01-15,"Moldova",0
2020-01-15,"Morocco",0
2020-01-15,"Netherlands",0
2020-01-15,"Norway",0
2020-01-15,"other",0
2020-01-15,"Pakistan",0
2020-01-15,"Panama",0
2020-01-15,"Peru",0
2020-01-15,"Philippines",0.000451897475635175
2020-01-15,"Poland",0
2020-01-15,"Portugal",0
2020-01-15,"Romania",0
2020-01-15,"Russia",0
2020-01-15,"Saudi Arabia",0
2020-01-15,"Serbia",0
2020-01-15,"South Africa",0
2020-01-15,"Spain",0
2020-01-15,"Sweden",0
2020-01-15,"Switzerland",0
2020-01-15,"Turkey",0
2020-01-15,"Ukraine",0
2020-01-15,"United Arab Emirates",0
2020-01-15,"US",0
2020-01-16,"Algeria",0
2020-01-16,"Argentina",0
2020-01-16,"Austria",0
2020-01-16,"Bangladesh",0
2020-01-16,"Belgium",0
2020-01-16,"Brazil",0
2020-01-16,"Canada",0
2020-01-16,"Chile",0
2020-01-16,"China",0.16086428056725
2020-01-16,"Colombia",0
2020-01-16,"Czechia",0
2020-01-16,"Denmark",0
2020-01-16,"Dominican Republic",0
2020-01-16,"Ecuador",0
2020-01-16,"Egypt",0
2020-01-16,"Finland",0
2020-01-16,"France",0
2020-01-16,"Germany",0
2020-01-16,"Greece",0
2020-01-16,"Hungary",0
2020-01-16,"India",0
2020-01-16,"Indonesia",0
2020-01-16,"Iran",0
2020-01-16,"Iraq",0
2020-01-16,"Ireland",0
2020-01-16,"Israel",0
2020-01-16,"Italy",0
2020-01-16,"Japan",0
2020-01-16,"Korea, South",0
2020-01-16,"Malaysia",0
2020-01-16,"Mexico",0
2020-01-16,"Moldova",0
2020-01-16,"Morocco",0
2020-01-16,"Netherlands",0
2020-01-16,"Norway",0
2020-01-16,"other",0
2020-01-16,"Pakistan",0
2020-01-16,"Panama",0
2020-01-16,"Peru",0
2020-01-16,"Philippines",9.68914401565252e-05
2020-01-16,"Poland",0
2020-01-16,"Portugal",0
2020-01-16,"Romania",0
2020-01-16,"Russia",0
2020-01-16,"Saudi Arabia",0
2020-01-16,"Serbia",0
2020-01-16,"South Africa",0
2020-01-16,"Spain",0
2020-01-16,"Sweden",0
2020-01-16,"Switzerland",0
2020-01-16,"Turkey",0
2020-01-16,"Ukraine",0
2020-01-16,"United Arab Emirates",0
2020-01-16,"US",0
2020-01-17,"Algeria",0
2020-01-17,"Argentina",0
2020-01-17,"Austria",0
2020-01-17,"Bangladesh",0
2020-01-17,"Belgium",0
2020-01-17,"Brazil",0
2020-01-17,"Canada",0
2020-01-17,"Chile",0
2020-01-17,"China",0.205752218114888
2020-01-17,"Colombia",0
2020-01-17,"Czechia",0
2020-01-17,"Denmark",0
2020-01-17,"Dominican Republic",0
2020-01-17,"Ecuador",0
2020-01-17,"Egypt",0
2020-01-17,"Finland",0
2020-01-17,"France",0
2020-01-17,"Germany",0
2020-01-17,"Greece",0
2020-01-17,"Hungary",0
2020-01-17,"India",0
2020-01-17,"Indonesia",0
2020-01-17,"Iran",0
2020-01-17,"Iraq",0
2020-01-17,"Ireland",0
2020-01-17,"Israel",0
2020-01-17,"Italy",0
2020-01-17,"Japan",0
2020-01-17,"Korea, South",0
2020-01-17,"Malaysia",0
2020-01-17,"Mexico",0
2020-01-17,"Moldova",0
2020-01-17,"Morocco",0
2020-01-17,"Netherlands",0
2020-01-17,"Norway",0
2020-01-17,"other",0
2020-01-17,"Pakistan",0
2020-01-17,"Panama",0
2020-01-17,"Peru",0
2020-01-17,"Philippines",0.000114757276439045
2020-01-17,"Poland",0
2020-01-17,"Portugal",0
2020-01-17,"Romania",0
2020-01-17,"Russia",0
2020-01-17,"Saudi Arabia",0
2020-01-17,"Serbia",0
2020-01-17,"South Africa",0
2020-01-17,"Spain",0
2020-01-17,"Sweden",0
2020-01-17,"Switzerland",0
2020-01-17,"Turkey",0
2020-01-17,"Ukraine",0
2020-01-17,"United Arab Emirates",0
2020-01-17,"US",0
2020-01-18,"Algeria",0
2020-01-18,"Argentina",0
2020-01-18,"Austria",0
2020-01-18,"Bangladesh",0
2020-01-18,"Belgium",0
2020-01-18,"Brazil",0
2020-01-18,"Canada",0
2020-01-18,"Chile",0
2020-01-18,"China",0.19817344549015
2020-01-18,"Colombia",0
2020-01-18,"Czechia",0
2020-01-18,"Denmark",0
2020-01-18,"Dominican Republic",0
2020-01-18,"Ecuador",0
